dataset,index,value
nearly_sorted,1388,NClZ@5iiJkQk6sBANTz9WXpsIZI-*gZ7B^vDQrADOSllBvEXB:EB(sOk9P5GolGME04qLF##f3I54ZERM7PHjynoI!@WyE%XLuV3T:
nearly_sorted,1389,NE053Bw;HY*uwDOvY5v1KD!VRaZ2l@poijL-#M7QBBX69-oZc(U4&C6Gz4C5sf7;8g3UWmZ5^-EUx%*eqRlSdOMRCq(yzZ-@23pudJFfFOMtm(58EjPPQsH%i!;GYfEwrkX
nearly_sorted,1390,NEAcLUQsd0nZVyN9K2pPnO&
nearly_sorted,1391,NGsNWq6c*2PEj0qOOAORaL2F!qJrk3efxx^I4a)j%G889cfm4O&P9aT3UxrVG#%)LlcrsXoY4lKbzqx)argacEXi#zixNv0tsPL8uN(WHx
nearly_sorted,1392,NI#BVIH25TFGKpalZ4AKZ*@V)wSHC*Ozf7VkG9I3:lrr68)oXT-!Asiz@t@c2m@BnD99GkSDe;ysbLve0#Y#GVpTJc*e9r(ifZaD2OuC^MI#7Cgmlm*fq--cEBG^^Y06JTE(eR
nearly_sorted,1393,NIgOFjDp6rshW:vI#&7g!mMxBiM5flf)koCfEMxDSnHS7BLbyMcy6hCTKA-Bm#!Uf*C-dWOSegq^@xBUsO#2a*Ke%eFlzV2:L*ZPSU-uqC1E^0BYZ(pe-bqhKTIVTapTknVw@g3UzkhOL-7ZoM(v#Xgp7h5t2S#7*#
nearly_sorted,1394,NIhm(C^&4:X*
nearly_sorted,1395,NJ*-B7fAbJQJpo9#XOu!w-KYH%BE6)-Y78gLP7Ioo#yJ8UkgJiLFt10Rpox;:B@OgLEThe6pYZb2Th46CdNY%S#PGcOyMa%!rAS2NwimpY(H8!Dys*5oSvl-SUa7w4:Bl;P3tDPX!@fI*#DBno&#NtlHtN9tr3
nearly_sorted,1396,NJbb-dEq#kj2-Me^mZ*Turh&fdHd77((OQx#eaqse;r^GuRP-uweDDrY*JNb-bVpiJh*E6aj&H4KtGLDW8cW8rwGmdx432%rLSP7Q3n2U!bzprSM2uiv%qz8@iTTudO54Oi7AXH80bq!;cqP!*WcOP-s(gMtjKf791tYT
nearly_sorted,1397,NJdV-:6fDo1JO7vkZhAvZj7*;iU:Fu3(I0yo1^4)uqU(1EqopJIQCDm2p7Nbjq52S0V81u9Zd-d
nearly_sorted,1398,NKI^zHWKe4*QcZ02&^NHnfx91Sh;Rh5cOUZyU2pHd-iXl)pHq3c*cl42PLdSMK4MOa;d9ikSuY25)XUanX2qy196CeHR4)hW(C(d7@67^261WaHQF526rS#-HO!skm@S7&Bs!FVfg^lqRIc*JPBB@p8ZIzuFX^yWyJ03LCZK
nearly_sorted,1399,NNQ;^McI6Nw!%KZ5WPnzOXY1HjA(V)PK3TIOSpkI8TcKAc-K3;Ac1T8IN^B3SeL#R(sgO7hj;a06BVeTX
nearly_sorted,1400,NOVHvG-HhV@U55%Qvj(Y;uT;yK7nG4HrX)Lx25(isvpXp:eGMj4m#ej@VIU^(8J&4PuHrnEc3Rv-moaSf(z^ZyTW(^2o^rMs%7e-oK@
nearly_sorted,1401,NPfohtl)Ja9#a&YM-4sGDhuOA9nnUwh6J-;VsfK4tM&ebK!u8l6GY@a^vXUZ9@m:-n2doo0@x3#Ow1rL@Wgg5iW3K!fC!RxrAIQ%EX1VtfTCsErBDxzEyo%BtLCIQHLcXPlRuK8sNbJPu^vA^YX@9BS(dfX
nearly_sorted,1402,NRbg:kJ9YrH:chTNDc&57QG0!t&sbz2MerD&COWB!5gHL)5HFOwY66nyjpH&^8ebHr2wc4yKNpajjoFJyGNWYEMpyMpII&PZPiawiaCJ9DhiN5x*l6Q(jM3*Mt@@75iW792NndMMnre:f:AilR42!!FgHRE%K!(2wHRLuS%l)i!378rC!5Co0xF^
nearly_sorted,1403,NS:p9D3DKUQBh*g#OS1UGiw%tAOaLSIhiZ0mbaYz99@48Zm7CjJxn3T13dl!!SQO4pfikfsDdUboh3TsFqfSUI!AIAJ;^c7cGrq7%mPzQ6sN&*2gI#EbYtNSQfm
nearly_sorted,1404,NTPP#SNqG5;%ErE)KoOcRj1B^ZZ(7D;P-TbG0qk@lV97pOfqwnV#2Q%dxq)RPy7*72@8yRzgtmJC04!c7-rR-M(iJ&7orb1FE-skF-*Qo42O2;N0DM0-FIq;Tmr4aAH6rt^MDqQgg0rV-1rSU@HUfquCA3(NEZfhBRDZgT2FQKseThzo)7CbJNK2J9LrzA5;b5
nearly_sorted,1405,NVedo2c:)%8hItOlJV#XgRTjcAG-Johrdo^1C5v!Yx5HQ)(YpMi@JzkHaIGpjnobtUp3(qCEe!7HkfLveeCYBmHr)%y@OJ:se3XN8sGG;FM*7XSyPLZC;Et@Dd5pAfr(Hh!cVSLP2Cq&raSOE&75MMzaHB2GC^qi7IEv3lC&:T9^-5g
nearly_sorted,1406,NXIiuWwSro&AGirH;SOK
nearly_sorted,1407,NZNGzz(J-MFuOP4sCWlHExaZ)8^6-&:@5s9^y^FY%!)4seZ-mx2Z7;RR4CzK
nearly_sorted,1408,NZrgYPbB!1kL9L93*xLJ@vfU7;0HR(NxzF;0KT:&v-nNowV@W:p;(EsA-6Bj0TOFW7rK6&Ady:
nearly_sorted,1409,Ndv1FLIL(0iy0hbD!c%cnCzpww(UBFuqTd6BepwqL^vm417pN(p!yj5Ewl;Z8Dw!-Ssmf0zA&WO*#;&DlZ5NGz6h0ls@O@V5*NtXIBntwMfnU%bM#HIHnVP8V9Ud6C9xD-P(f9l*tb^NGxTyUy!AW4ieY1(k*cntmItQVZ&Q9I7HHr0Zx
nearly_sorted,1410,Nf25PcYT5X%s*CPGadrNRf%DQ-^KfPftGTVeRA-NLrSbfnIQCnqfokPDqDFpseIpXh4YH@ipO9f0kB&Yr9&rONqU8MFpC6ge1b5AP7oX-0YNqhbB9;Ku&Y7Rn-C5*49rB^3beD&58oat0L^GGNwcO1Yr*WjRJss;&O(qwZ%yuUw@3zq2Zz4@4z%^ufy
nearly_sorted,1411,Nf:VFAyzEsb)9VsWs8q8xPMN
nearly_sorted,1412,NgR!HuFz%kccgBFAuR!D31LdYhW0lSrZ;PHfB:Vn3HhqiGJR2!3C1HVon:CdoeBsqAI1dJHJ!W1nJXYx%yy7&Z!)SKGFMQfHrJFiB3CV%c&M2pllI2NF)b3jdqb0kWqQuSEQ-8COL2lO9GZz8aK
nearly_sorted,1413,Nl%B%2dmhm%axVsN2^rQe*@9&ZEWrXbX%EI&gqWgHK-7x)P#goGh
nearly_sorted,1414,NlKS5%IZ2lSE77LcWc4YBys;H7x6Yx:jGwOR#Oy*qDXAvonTY:1(RUXwzmYMCJR#^hYShlrjaihWaUkNQY;)sc6qN!qQTT(iHDUx8Spi!-bpKuQh;fWvv*ZJg!72&6!2G
nearly_sorted,1415,NlbgUQTxGn9NqyHO;qArE76jkH;7:soCpIqX^bJ#5QtAWMwaSr5%nYpBWZ9a1u2KyQBt*Hxu4A2BWV9ZL-18GVCzn)Xq62XmWwSy:3hz85J&nH%fPBYuMi7vtY2%O)(#Cm1bffCG-eJ;@T8%1%j2oZKDWb7k(S2N4Tur*33S
nearly_sorted,1416,NnOw2CBlUjvV@FZ5lMAnDTPQos%YeeZ@6D4x1ElPWWDA^DAAGgQKQIkdw67K%!3sbcdmnZfz#ZMM-Gbf7ek:7kI5(9MpLe0w5YRMmxi*x^DTt%8jY)Dj(dFBGLwfla(E-^2WWva#-V;lvnD425%tecJNtOI5#)9W^au!fbJR3B#EX6Q):X#i^mxAdc^-z6
nearly_sorted,1417,NnyKdit%3Fb
nearly_sorted,1418,Nqd;oX2ZWz#@SP79dV9XdVkpAXvT4uac;5wZX*0&ZvtayD!@%ebgyPz@V:1)kkiasGR(GvmcAAVjPqyYb2DSG5rryV:2w;qkZ3NG&fAl43N1T)RM1Tf66mXzPB16b2*y5vMAVchB!#oTB3oBB2slSUOImQDT2%
nearly_sorted,1419,Ns#N3ZR1-0C:ZNESXZNQ1gM:ucz!*ofwow)0TJvXiL3Coohb0Hp3KQpV^Iv&&jnuxJPgZf5EbA-mrDH&71YxDo51n^AxScZ@ArI^MaRdITt)5y
nearly_sorted,1420,NyWDsrlQ:IMP)!2D46reQaJ90q09ag9&rM4VNAOCmbUYxF*2RLocTb(W
nearly_sorted,1421,NzQ&Qm5pVPsCvUk(m
nearly_sorted,1422,O!RAkJ#r1o#BhchLV@KK562urLW2UCKX350eJjdg
nearly_sorted,1423,O#d4FLnW((aQJ6ou%@7lUW3ZcD12X^Z9@rUKnEwl0R4ACwuvA7JjVZoqW-MOg)G-CncKXRW*D!XcDwYC:d7vrd)Ywu1K7a@BNN^IY)1HqZ4w#GKAsR-96tNwAIe0G5(!5Wcn;2YMm-nL8FkK@sxPJS6J5f#Q)wdIWbeOVyEv37n%SWrc)wTQ-%L0Xyb(Xhe&yRMT
nearly_sorted,1424,O&4dOUw@ouikv7iA4096)lilY)EpF&DJYTm8K;zu%&w9onr-DfrViofC4AKY79C#J0jcJ6g)r-yppR:0Am*%VZPDPX0w6:9x!v#HF1%Q(^P8bXM2*DIfMrTAFtZJ^oR6xWENadXT(0@T1igikl5E#w2o7hJEd6^@nOcf5M4FQG4bFQp000-cN7Nr9FtC5
nearly_sorted,1425,O&SjMWPpb0VPxyhHT!WPQapKv5-Fbu-Pby;^:hFAsLNRtYOawmpZtmT5loaUda(BplRbE:**1%UKv*1GPCtyOE1%4oVbvP8;kn-#
nearly_sorted,1426,O-64yY0%UTlggZzPqy6!hp*QdS9tJx66qbv
nearly_sorted,1427,O0zS:F(l^sE225^j1LBGURu664Bw1iQ;jX:3AYb:2w&p7!diXWvdUORYG)EFRnuE3aGyWYgveIqjZ#HqVTY6^AubI5Uu^
nearly_sorted,1428,O3;w0Nf2o2Fo4y47lFUgcSH:l3kheZ7Efg9h;h%^:WPerzqF(qzm-t%TB6wcoffcNVs&I&;(8dwoNveXsmx1TxP*@%*0DBoxFl(wgRteO8(yuz7o&HQE^RODuL)LZMIqPn-TE
nearly_sorted,1429,O3SL%!onM!VdcTx!0OmcteE4Z-B:#@ruX@IT6SbL5p5l8DpIE-mhrE^X;inUxSs4UEuvf1xC7UP;TPja8F32;sYxMYZtDCtuH01I7UGIFbCsljP29WadraaM7Pv&mIcYHzCcVMgjLcf4:ui5*J2TXw*Rat(cm(FM;yWnZuMOglA@;S%j!pNS4w&o
nearly_sorted,1430,O4hbAf;BXIuaSIGiwAxb:fatT*G8BoLqO8uXL)ytj2Fnsvd%RbOu-UIySSMgoe(%zfOAyT42WqwlTrDkT)pnYvYV9W*QQZsj^wYLjDLPKd*JNsY(N7cZMznabqaw!8J2R@5jb5pAv07kxku4)(qnzZLkYLncuf%1!Z@q0iBm:bYmpfTlbt2Cjn3N8F#j^76Vxpp
nearly_sorted,1431,O5FuRypzfzx*wQZrs)pF8sfiIogLfcb43GCXl%wYbK3QzX-#9D%X%QQ^Zcz%kypYK#*t9S#5IP7vE;
nearly_sorted,1432,O5^%07Z;4SlschA7i1oz&@lO;!e3N)R;KZWnnY
nearly_sorted,1433,O6HFe@%vGo6BK0Wsfe*i9(9m@7ll5k!8LV-!z5@dXcp3)mOUYxR!rGxNgsk#wS#tz
nearly_sorted,1434,O7HTy;s^iVAmsi5fwwu8Xp@@fIStP8!rQvg6l:RHV-U0!xnkqmg;0-j@NeuBFjJxYj5fPlMbNZtHNc;)O4NbS7mFJiXUztuAjJ9jPSDTqaUI*tTVr:w@Bi74(lZDUc4Q!0Jgnl*
nearly_sorted,1435,O9Su^v3YssBvVaCVTD%vcz8Da#:S#
nearly_sorted,1436,O;eW:wGnS5i65)axJ-X*7YUJt
nearly_sorted,1437,O;y4W3l;6XxvUpvBkppGhu&@0^#5^erZy!:0^P*8&oGQ;eE!M5-&5lb5fy^!R778M2::#eWQszv5lk:guN:b2@4*Vx9ojXEAo1OBv)EEtTAiH#BuPs3AmMTmDPBUUTDfCWE:Hwt0I7VPUf^;Li^F(2ILQ31s5Tqy3!AO7@7;-dH5xx9i8MW17PSnf59H&4mxKZs*&M
nearly_sorted,1438,OEBtt0D%ewMWD4QGr-n3*kjKCKoGSSl9YVeM;7^GeeW2mFtijJnV-(TeD7I(LVDUZpLL:TM8M9Zm76xfW9)SF1DlDzC(;)!(1O-7rBUwzXbck4W&qRQq4ns*v4Uqx!DdFmxhDeFQq!oi%BKIkF(b#IM)#D#S9j%)
nearly_sorted,1439,OI:O4q7GrBTuq;ry-^AYSAY%AQuMy*Jb89goo(*2Z@GPbzwtiwnU#2qyqsDGq1i(&3du2mCP4ftDrW!jxuFcxA)ZaB8%QPfpmMQpP;:qJEPBOMYS!em-MTmA5mM1^lRsjcbv&KXtoxNvtm)Z!WS&SlK:m6)dY8#rQTP
nearly_sorted,1440,OIK^93gdp&)ZxtZR@lO&8I#xuyLR^woG#KyYGZ;%aqIIBvEbscYC1n^yd#0mAolsGF#ajK%IuyQjD;atYaT%y8V&yJAeJ92G(ZA7Lr&p
nearly_sorted,1441,OJk2IrF%jRE0lYRKqkQ
nearly_sorted,1442,OLWLqA#Od4ItCKhCtz&P;jH8kz0pfprsBJVqW&kODZ9F)2mNkJJ*8Y
nearly_sorted,1443,OMQwCldgpTwQYzDDVOqqz@lBc1oS7t2xCZW-hR;Kv0wI&q^ee6nUV;()QnPf)4eN(m74v5Ri1z@
nearly_sorted,1444,OMx;J%(X&Llpv)GQr10#P7@GjGa-d@I0Uvy3Jq%Yu!(3l)44P3bD-T%!bFytxxN%v#FIiVto3@x*fCu%Y3#De0irVmuSIR5Ct-PvAawjQcnDM1WXvuFvg-3qrHX-O^7yI8PQFQGEJ^n!kj)aEa(vA%UPV0ZKFckv@zTdAugkl6F)6ox
nearly_sorted,1445,ONYUhb)nlTZ#Y91P:Pi3e7ac9gvOPT0GnDx;jb2OK2lUj:i@COgR%h6JYm1Uc&I6!VwiV3:9gZWedEqN%uDvjUh03c:T#!I(hz5^aRA5F@^w;Jtma(f;2aBxLm(*y:5a7kBWv#)Le
nearly_sorted,1446,OOby#duVOX4fz%CX6GtIo%yMOPVnk:HV&eqywrBuVWUq
nearly_sorted,1447,ORY&&!N6k1d*kDXFjtL0Ko-A#@b(f822c3j)ziDr#DbyJXz:aK1yC-OD2cz4p@k(Hx4Fb1%tG0N(@m2XoYBsz;O:RVWT45jmy9W!2WSwcIn1oDtS0it5jd(6dneL4d8k&HD7ln)V0bitOJbYDnzW6nTe2AatC9x)VzaLp3L;34ZEn&0tsLv)KTwbjjRub7
nearly_sorted,1448,OUL0X^vaWX!yLY7uMnYS#IyW18zKu
nearly_sorted,1449,OVKq;X&:ul1m1TXPLw&HWye-hi;y7(s*HIUe1kzRBLYPJq@h#hJ8k1R;w6&N6aWsZZY^ZeYe1)D9Z6sExzyBLUEL5o98Wzv3LZ5cNaMQEiL^3DnWcI:!oHX2h
nearly_sorted,1450,OXJsD8Z&rhLBu2xPhd%*5r0zu4vV&A!i)Uk!I10-A2t;j3gDG&dS:V:Tj1Nxk5LS)*HILCKsexH32j71C!jNkZ&B5TwzkeRIEDST%RJ3RtPAPnOX;IJrTUXkfJpFAw6vQcrIw3GZuPkTl726#QNwDm^iZegf9PI9*T*IT1SBA0cbE7d
nearly_sorted,1451,OXqGA%dx*NHpaogkT4q7aFd3#58*w;MFpcaS@VZlv-zfTH%S
nearly_sorted,1452,OXvuRINs3-archWiO8E!W(#JXry8rkN(N-D-tNZcz-vI;)AQPq@53MFqPf5M@kUjSU-(5L6-0HWY:9F#Tgy#wn5K#PFD
nearly_sorted,1453,OY^TY&j5Mu(vRVqH#^CqrevmS@ZS0(URW2r^I
nearly_sorted,1454,OZU*pm-zo3tG(xv3tQ6Z!c#qB8s:1q8I&0fwNw4AgCFE5Y;PiT!zBLFrmcFzZSW!iY4pM#htMBb!Wz&
nearly_sorted,1455,Oa(oop@axn0#ZMpjmUv0cIM:QIKSxri&a##)ao^dGyf9pjPkGvfemGO2issKTzZmVd(sOPw;p^nmUwKyK7aDORD)bk2irIxL(9:74hrgI2Cy0LS:PJ!%#IS7PrevQ*z!fpF%LcZW;nE1jL#^)j4ZQ18;qJhBo(ARkxS46%r*-acYhIq^4dpeZ@Ndu48%IO%1^S
nearly_sorted,1456,Oc;2Vqkd0^&)I!uC1(D5W-FtZ59TfuMv1;k&NsqEDzJy4s4PKmCDL52-@Abxrx*PFBR)P!oTvkDmuo:EEJ3mj-2OjXl;k7TpKX1vMxVWeoKif4%dgKsmWxA^ES1cjvg5K5qjm^NBDEn^WYKk@rbrlotQ4P^NW(*v^#sRiji6CmO9
nearly_sorted,1457,OcBXNp&bAZe:%xUq:yoRmel1qy3owLH0Kt&RorivY4etn9SjOC*YbDK#!s(d64esJICr^6:EtCA)%OD7(Ey9l#NB4GqYKOk0n-6(#7IuR!McyQIoesGh%3f9vbyvg3LS*CyIS!G;cpCbkL;Kii11722gaK6%eYrt!E0N
nearly_sorted,1458,Oe@vbjVINV5DOYP^i3-CI5PJZBFha^35&2H6eAI1wa3IP*CE!*jRjl;^mW1aKQVbrG*vo)H@^LoQ7O@R^ki;lYpLDGoKg0bTpDr4xiS1yTMt0tz;1;Ky0Ex^n
nearly_sorted,1459,OePnWYuc60SC@#Rl#f;cngWxNCA:-AnOmhArGWnzaieY^1CkEz)G7u13:OrLdkyGgjIcmgBi;8zJt##qm5)k*xEbCy3!Jp;WI@dmvW&PU2VjYl%gfb14cEIa7zPkg
nearly_sorted,1460,Oi5t(s(w-1&WEn5hbI^s6cI%smgX4b*BaeN6ztpcg2eHUM(0Re#oCc)jFWy2N:*WhCaOu!uIoNvt5fj%&nKc;Xe(3GU(Omeo!-O;^7D6p4D3TGnqaNR(A@ahlABS(nT4qjNtKb&xx5IJiJ3Ie8TMhsbM09UyjmbI1bvYccoI-xV
nearly_sorted,1461,Oiq0mIe-Oxi48EdtFGoJ-Hr^8ukEnHTs4dt*YOKP^90)QD7hK3e*ByDQ^gRGRYYiCMlijKm)HK#38ieR&Wj(bRndnM9z(tQ:*xDHU-FqcJG#o221%xg7yOsqFp(JBftOsgALrv#gZikq0!uN027@etKj&t%CipigKVB&mpA1h7
nearly_sorted,1462,Oj(BIdzMUmrFfVP0LUcv#txD9SNjG)av7j(6H;Tu2&%Xr:sRnLlW9PvY;jn:1vXXRKQlWDG:uFy1e65:UQ(b:a%#7bx#3SyzN5u50CXOG8A5-zXtu99eAZIZsc)qi0!CYK4%QCupBaiAu3vl;wJU)k(t:;H
nearly_sorted,1463,Ok1HF^QpeOLb@!24a4ZK(UisGJXHGEn^b1BKtic39gaLK(phd6ecscqoaJlb4LxGquBUVg
nearly_sorted,1464,Okorxl#BjjFFmt3Mj7QHX4:0ADdPMLVd6K7UaW5@nGG2JhG;Gm
nearly_sorted,1465,Olx0q2FnvrxKzFg)FrpSfQg6Fz):BRHN8S#M-pcFlZ3AuM3;:uh7NrF!CvM2n4:bwC5N0k&9ohj6JLZbayzP)DUWwua-zUUUT(kaGiTMUw-FRzA5W8JDie:9K86Bn*l51HJGy!&EQ*TmQF%4Jm@zmEHp
nearly_sorted,1466,Onf^QxhcvA4&2tR;Z%;9eits(clRv*J6AK1#%i7Tg3Z0*Ep)PZPmxr:FGpDm7pkaDKjeQ8JZ(CdnwUVs^zMyIs6-1Tx1qG#Ed2TL(zUSJq
nearly_sorted,1467,OoYouhyOaq:ECf
nearly_sorted,1468,Oog7O)6Mj6b;P0&rYtDFQlbb6h2wHI-aeZNttMVt-apYKWU7#^ms98i6#Ioy(NcG
nearly_sorted,1469,Opd^szK8VNMk
nearly_sorted,1470,Oq4oD*NS!ZZu!caMax!@5BDM5dPIE!)rlBEzpNkEfH(Yw4ZDLOFDzFokI!yt#GO;fPvBw&o9%V7vt2:%fC0(8E
nearly_sorted,1471,OqKhaPyi80Rk9nSkTRwVLe#fLZc%wIkVn1gM7OBE7x#xc*ZVz3qA@2%q&M
nearly_sorted,1472,OsGw9(9X!fh
nearly_sorted,1473,OujWd4TCKL&8yE&DQP5V;0mP@*s7yB%Is-ejjmp!CB09hKPEF%3(gfrv%7vxv@Qkrstb8n9#)MkVvc&Pkf6V-;!DgEzdaxWX5!(8(tx8er9AETV8-&(OU2vpmNi#;&@@lSx@GC!H1R23l!EGbzgQmbh@i227bCJok*-0HfjXY8JYc1CYx%Ig^6KVqGF8fq
nearly_sorted,1474,OtbQkoroBecdlUyjwXan:HcpXS6Ekrg21MJ1Lgmhh5GndmQqu#k(Onbq&LHRFuSmUUMJKy@PK
nearly_sorted,1475,Ov-n:Pebw^TCOw%Q&oCPQ!(%QmIMBP6BNNOFuN;yd@P2RxBnf#Z-LJC7dIK*03lhD8S:%)tG%S@nv:T3yQNAI*Nf2KECEkpgeU2ijtvtrSWUyay(^5%%aQcA7MdPW(V
nearly_sorted,1476,Ow18Q9q2%!*81HY0y
nearly_sorted,1477,OwHgf;pTMowIo*)nTHrJqWzz7;!ZhHArD)ttwQ(-FrZoXgi8fX!wsyyM3LL6B@sy%l9p5rFb5ZBts4enOB%o)T#qH5%7FF^SSS#nXpXiFJn*D-z1tz2y3yV4zhtpdm
nearly_sorted,1478,Ox-Cee1Pd8k58:mFfGPfPvn#cTjd9EL!lyQgG!#0z;M9FKaEFO&@#f!%ZtnaAZ!vsiS&SUNsAt%R4%^oMzmc9!4Ch8SN:*Kt1!WMOd5XotecUklwFyCwJFl4bmbBss^dT^IikW#Ba5T58#l(MfNUr*1WOJ*K(PGbtk))3T97em#%T
nearly_sorted,1479,OzDx21O(wJFa(R5fJO!#QrlenR%E9-esfLXo(cjC:uqSIJT6^W7^e98bA#N(adHqB*QSA;ypeGB8Lw&kxPXlflo(pOBXG:E-k;Zaz:j7uN0ztn27GmtR*g80Z1ActUFpyWwyeN6%lfslnd9q3p;4)Gz72
nearly_sorted,1480,P#BQiuX#X!g:QIF@0GGK1@oWmuBiCE#iJgZ4QXy-fe3VUR9aApj8-FK*JRQK@yMq75e#::2oksFZDc;DBtCwxDaQqbVKU%ZLATim!ckXTsl
nearly_sorted,1481,P#Qxl9as3s2vMXxH54pp6Pt7KuWXSgrQfR^v);C%mZBhAi-B)Kf8MaZ6g:u)^6P-G(Y0l**mw15lvr)GcxPZgml5bfzndCwbmeJ8wnzGpyy11Vr8a4972D-hQzTxtD3)V5X;R9Lbhm^;2y(
nearly_sorted,1482,P-uB-n@ZgwNuwddx9c2H!lhkzj9aZb8Yko4F)3lPOhL@!i-5GxNEYQdJjjQl-IE27Pqe-z6lvbYKUvzzUYUjPDpgkrmEDtfcRAHqfvOou4:gyB!XBswshGkps1L5*PdIElM)Gc!6
nearly_sorted,1483,P0Ebxl6bG*HTiWVay#x:hW*N7F4yQDiBDXzpnsFGbfjefIa0o4HPkWbCceb*A3Q01oqPO2TF(%#fzA&DTeKVE&hxSIxqGx:D2Ha-Xh70TAQANn1Ok&3:yc(JDP88q0sImbZF;WbD3K7IrAm!XbrhRzRHehGmwebyi@KdmlOvD!BD
nearly_sorted,1484,P6DwaPdhl^AnNVfCyYT6Ofh9
nearly_sorted,1485,P85bePJGxrJd2bLViaXj)s#5Mh7spf4AO%#FT35afzR2Edy!u0
nearly_sorted,1486,P9n)e(SvMN0IBTkkDcVvOF1IWLw(ta1iwi#;96gk@DpZX4C((*rIQUF#i()Fvk#v#Z86;^yY!Zd^P@Gisi
nearly_sorted,1487,PBT%Fy49:GZi%rdLU6jExr;DHitmYuNG7f6yzWWAzx:u^Vh%c6e7hz%zK-64X1G@Po8Qfnb*rrlqFCO^5%z)
nearly_sorted,1488,PBwgFE&!7@hU-N%4hQwI*oEPOK%ahxYel(U0ljO*ks0u2DEMt9wj9O@BSgrViBEIIZ
nearly_sorted,1489,PDJPuEGDB892^KC(iEbVk&0R*Q-p;3eCIU*Q61If1ws)w-v%CRww*ZdW*n(D9niiLm(cMnj7!%cr-yaC@C*md5%92HQ9rRDjNgJfrSAd*xe
nearly_sorted,1490,PGRaVu^!ZUsaPelF;Igb4bT*avoxzCfpE^tJroEHNmxymmv2#-
nearly_sorted,1491,PJ5X%:feoh4cAvaXI##wGWh9%)rEJ6:6Elabxoy&1KZ#C31jC5fxd4XlB;UK)!!5SW65pcZ6HI@wnXa5TyCPQW0)HRM792&t13OEZg2lXg(%w9@:@*SYS7Ong7jWS1p&gY(o)j5U)n3jbQE4L7yUP0d3fmv^y#iN5yR5@p2#G6DthnuF8K2g0&S9KgG#B
nearly_sorted,1492,PKi2kilDGAx1-6x(#rn#G3AHdKaRP^D8kiQL;Sq4Av8LTCJUzGuWkCw0C&i-BrVkzS^Ti*uE*tT7dlG8sDukEFfuZ&rc(VtQ3zd^VVq*igK#uz:hwq0Q#7:EWNaJu93xPH#J;
nearly_sorted,1493,PKy5E-Xz(diZO9brixe!byhEGEl;zAlNZF1Pa
nearly_sorted,1494,PLB;S8u2W-oK:&^DN@::VHGZ&*7Z-s#CkIWh:I%Gpu-zxq@Pm0m4)HawgYBuBuuR563R(F4Yyzn4Rg8:tanq
nearly_sorted,1495,PLY!rQ!q%*(P4-pIJgNHztVBZ@o#%@bT(pZyA4vwAzTfMFBF6Ruky5y*mS^k7GV3w0%IYmr7Kp!#vql(A9Vpq!TP)f8vAJIUfxD9ca5lBaa%JCCu#Ko6(6nk2Fr4Ur@WP
nearly_sorted,1496,PPJ6wiwBcNK^Bdfc%i&9C!VAJJAHJfsBN:OP*)NN3XYGVMAUcpXOYo;vXqcI&vx:@9Z4LKx8t(!Dsi)FOml2f(X^f
nearly_sorted,1497,PQIvXgm9nf
nearly_sorted,1498,PQVf;I4&AlJeZ;T*vYF^b;qzZ%4pMHZ-O5&;B9)6dMi92ZIKBryUxrZNyrLu&2P%qq)KMy5R^8Xpyy)%yxjzk
nearly_sorted,1499,PS#^Zs%N9j6yXZDGBzXB^LZ6um4d0PjYkpK&@O3pp
nearly_sorted,1500,PU^1!5QU@cq9kB#m&:BgBfqSs6I6J#NiM!7AGK*o-U03EWjsHiHQ^&!pEfEH)oGUVeJE;4Ej*h1Ir70GBfR5xY0Qd;jdSw4OrYzE)*Mf8Y(qGIiRJC9FxYN#0LYuQGurFj@p@4D)
nearly_sorted,1501,PYxGbubnl;FPQ^N(qn;AiCS72o13FgHSXMA0zKyJjVWKnv*&a1e%fUgxRePc&gR1du3@)6p(Yq%2ogRySYJ1vB)udJkc(B3lDciD%%VzAzmQ5:CbrKypL4oVRx4rQtc(d92ccqWYT33WIlUN^P!:Y2oo8FIQ0%uiltXhpjRfGB
nearly_sorted,1502,P^mqJdI9%t!fhqcN%j:5j)0xEg3Wzwxrxl):eH#^tOk!TE3JTBAm9zHhHE7198F7hWGi*5zm-JBO4UsQ7LvvE2CsaZx1CtIelaO#soatQe63z)9vY#c;^&K!t9BTlmwaoyMzBWCBJd7z*;8*6@n6O#c9*@AiRq5eMHDCIep!16tqBnhKAdjdU%jcFTdsWmeCg&Mn
nearly_sorted,1503,PaUU-Bz)ODioutL!a&XzUYapL2HC
nearly_sorted,1504,Pb)pskVp1l*^q-d!qGy(a1hBSH)KN(D)rooiQ)m!i7TGPr)JsX%v(72;1sXin(co;z@IfEU87eC%uyRH3C!(%N6DLB*gUhBlTT)ED#&pf;%UYML916:M:^(c3c7a-kdR0Ye@&ZjI99@y2e(&rB#:nd1n#hSxCmgnhJ1B7uR4R)N@t23mkL
nearly_sorted,1505,PgVne354q:-mJ*HoDO1o@9Y3Z9dYnVvbjoE4C5kEJw;X0FjsCLUSb^A4LQg;dBfyDhQ6qhsb%)^4MNwsqLBw:HdQ;:8#AF;Hy:vFLeXKqJ7gxI;JWVK8*gIw5-8fvRs-klk7oPM;p#dE-o;o3ls^FceW@f&&B(aU3ljCEhXRi*:*d%Bx
nearly_sorted,1506,PikYVykTgE03#IQhncoxHdPtgroP^GdPfvmjYk::Zq3e*qxz7SN-X3GHHBjQlEo
